"workerid","category","trial_type","trial_num","targetSentence","rt","timeWindow","freq_5years","past","item","verb","condition","n_times","logfreq","observationSentence"
20,"entertainment","frequency_judgment",2,"Greg went to the ballet today.",7462,"year",10,"went to the ballet","goes to the ballet","go to the ballet","observation",2,2.30258509299,"Greg went to the ballet today."
20,"food","frequency_judgment",3,"Brooke smoked cigarettes today.",105724,"week",6500,"smoked cigarettes","smokes cigarettes","smoke cigarettes","observation",25,8.77955745588,"Brooke smoked cigarettes today."
20,"entertainment","frequency_judgment",4,"Julia listened to Pandora today.",6272,"week",2600,"listened to Pandora","listens to Pandora","listen to Pandora","observation",10,7.86326672401,"Julia listened to Pandora today."
20,"food","frequency_judgment",5,"Hillary ate peanut butter today.",4227,"week",780,"ate peanut butter","eats peanut butter","eat peanut butter","observation",3,6.65929391968,"Hillary ate peanut butter today."
20,"entertainment","frequency_judgment",6,"Melinda watched professional football today.",3820,"week",520,"watched professional football","watches professional football","watch professional football","observation",2,6.25382881158,"Melinda watched professional football today."
20,"food","frequency_judgment",7,"Michelle ate caviar today.",3373,"month",60,"ate caviar","eats caviar","eat caviar","observation",1,4.09434456222,"Michelle ate caviar today."
20,"entertainment","frequency_judgment",8,"Theresa watched a space launch today.",12047,"5 years",1,"watched a space launch","watches space launches","watch space launches","observation",1,0,"Theresa watched a space launch today."
20,"employment","frequency_judgment",9,"Doug stole chewing gum today.",5321,"month",60,"stole chewing gum","steals chewing gum","steal chewing gum","observation",1,4.09434456222,"Doug stole chewing gum today."
20,"food","frequency_judgment",10,"Jackie drank coffee today.",3493,"week",1820,"drank coffee","drinks coffee","drink coffee","observation",7,7.50659178007,"Jackie drank coffee today."
20,"employment","frequency_judgment",11,"Crystal wrote a poem today.",145237,"week",520,"wrote a poem","writes poems","write poems","observation",2,6.25382881158,"Crystal wrote a poem today."
20,"hobby","frequency_judgment",12,"Tim climbed a mountain today.",3187,"month",300,"climbed a mountain","climbs mountains","climb mountains","observation",5,5.70378247466,"Tim climbed a mountain today."
20,"employment","frequency_judgment",13,"Stephen volunteered for a soup kitchen today.",2899,"week",260,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","observation",1,5.56068163102,"Stephen volunteered for a soup kitchen today."
20,"clothing","frequency_judgment",14,"Kim wore a watch today.",3437,"week",1300,"wore a watch","wears a watch","wear a watch","observation",5,7.17011954345,"Kim wore a watch today."
20,"entertainment","frequency_judgment",15,"Jacob went to the movies today.",4988,"month",180,"went to the movies","goes to the movies","go to the movies","observation",3,5.19295685089,"Jacob went to the movies today."
20,"clothing","frequency_judgment",16,"Janet wore slacks today.",4414,"week",780,"wore slacks","wears slacks","wear slacks","observation",3,6.65929391968,"Janet wore slacks today."
20,"hobby","frequency_judgment",17,"Eric played tennis today.",2780,"week",520,"played tennis","plays tennis","play tennis","observation",2,6.25382881158,"Eric played tennis today."
20,"clothing","frequency_judgment",18,"Maya wore socks today.",3815,"week",1820,"wore socks","wears socks","wear socks","observation",7,7.50659178007,"Maya wore socks today."
20,"food","frequency_judgment",19,"Jack smoked marijuana today.",3457,"week",1300,"smoked marijuana","smokes marijuana","smoke marijuana","observation",5,7.17011954345,"Jack smoked marijuana today."
20,"food","frequency_judgment",20,"David did cocaine today.",2809,"week",520,"did cocaine","does cocaine","do cocaine","observation",2,6.25382881158,"David did cocaine today."
20,"employment","frequency_judgment",21,"Robert stole a car today.",6823,"year",15,"stole a car","steals cars","steal cars","observation",3,2.7080502011,"Robert stole a car today."
20,"hobby","frequency_judgment",22,"Kelly went on a hike today.",3377,"week",520,"went on a hike","hikes","go on a hike","observation",2,6.25382881158,"Kelly went on a hike today."
20,"clothing","frequency_judgment",23,"Derrick wore a hat today.",3641,"week",1820,"wore a hat","wears a hat","wear a hat","observation",7,7.50659178007,"Derrick wore a hat today."
20,"entertainment","frequency_judgment",24,"Christopher listened to live music today.",4198,"month",120,"listened to live music","listens to live music","listen to live music","observation",2,4.78749174278,"Christopher listened to live music today."
20,"food","frequency_judgment",25,"Bridgette drank a beer today.",3033,"week",1300,"drank a beer","drinks beer","drink beer","observation",5,7.17011954345,"Bridgette drank a beer today."
20,"hobby","frequency_judgment",26,"Kristina played the banjo today.",4013,"week",520,"played the banjo","plays the banjo","play the banjo","observation",2,6.25382881158,"Kristina played the banjo today."
21,"hobby","frequency_judgment",0,"You overhear two friends talking. <br>One of them says to the other, ""Jacob played tennis today.""",20372,"week",260,"played tennis","plays tennis","play tennis","communication",1,5.56068163102,"Jacob played tennis today."
21,"clothing","frequency_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Brian wore a hat today.""",6332,"week",1300,"wore a hat","wears a hat","wear a hat","communication",5,7.17011954345,"Brian wore a hat today."
21,"food","frequency_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Monica drank coffee today.""",5466,"week",1820,"drank coffee","drinks coffee","drink coffee","communication",7,7.50659178007,"Monica drank coffee today."
21,"hobby","frequency_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Gabriel played the banjo today.""",5267,"month",240,"played the banjo","plays the banjo","play the banjo","communication",4,5.48063892334,"Gabriel played the banjo today."
21,"hobby","frequency_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Greg climbed a mountain today.""",6686,"year",5,"climbed a mountain","climbs mountains","climb mountains","communication",1,1.60943791243,"Greg climbed a mountain today."
21,"entertainment","frequency_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Eric watched a space launch today.""",7639,"5 years",1,"watched a space launch","watches space launches","watch space launches","communication",1,0,"Eric watched a space launch today."
21,"entertainment","frequency_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""David went to the movies today.""",5825,"month",120,"went to the movies","goes to the movies","go to the movies","communication",2,4.78749174278,"David went to the movies today."
21,"employment","frequency_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Julia volunteered for a soup kitchen today.""",4551,"month",60,"volunteered for a soup kitchen","volunteers for soup kitchens","volunteer for soup kitchens","communication",1,4.09434456222,"Julia volunteered for a soup kitchen today."
21,"clothing","frequency_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Lucas wore slacks today.""",5211,"week",1820,"wore slacks","wears slacks","wear slacks","communication",7,7.50659178007,"Lucas wore slacks today."
21,"hobby","frequency_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Sophia went on a hike today.""",4889,"month",120,"went on a hike","hikes","go on a hike","communication",2,4.78749174278,"Sophia went on a hike today."
21,"employment","frequency_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Janet stole a car today.""",12368,"5 years",1,"stole a car","steals cars","steal cars","communication",1,0,"Janet stole a car today."
21,"entertainment","frequency_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Lewis listened to live music today.""",6799,"year",10,"listened to live music","listens to live music","listen to live music","communication",2,2.30258509299,"Lewis listened to live music today."
21,"food","frequency_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Ben drank a beer today.""",6934,"week",520,"drank a beer","drinks beer","drink beer","communication",2,6.25382881158,"Ben drank a beer today."
21,"food","frequency_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""William ate caviar today.""",6103,"year",5,"ate caviar","eats caviar","eat caviar","communication",1,1.60943791243,"William ate caviar today."
21,"food","frequency_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Shannon smoked cigarettes today.""",25656,"week",36400,"smoked cigarettes","smokes cigarettes","smoke cigarettes","communication",140,10.5023240536,"Shannon smoked cigarettes today."
21,"employment","frequency_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Jessica wrote a poem today.""",5816,"month",120,"wrote a poem","writes poems","write poems","communication",2,4.78749174278,"Jessica wrote a poem today."
21,"food","frequency_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Stephen smoked marijuana today.""",4426,"week",260,"smoked marijuana","smokes marijuana","smoke marijuana","communication",1,5.56068163102,"Stephen smoked marijuana today."
21,"food","frequency_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Brooke did cocaine today.""",4651,"month",60,"did cocaine","does cocaine","do cocaine","communication",1,4.09434456222,"Brooke did cocaine today."
21,"food","frequency_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Anthony ate peanut butter today.""",3661,"week",520,"ate peanut butter","eats peanut butter","eat peanut butter","communication",2,6.25382881158,"Anthony ate peanut butter today."
21,"entertainment","frequency_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Kim went to the ballet today.""",4657,"year",10,"went to the ballet","goes to the ballet","go to the ballet","communication",2,2.30258509299,"Kim went to the ballet today."
21,"entertainment","frequency_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Nicole watched professional football today.""",5960,"week",260,"watched professional football","watches professional football","watch professional football","communication",1,5.56068163102,"Nicole watched professional football today."
21,"clothing","frequency_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Ashley wore socks today.""",3982,"week",1820,"wore socks","wears socks","wear socks","communication",7,7.50659178007,"Ashley wore socks today."
21,"employment","frequency_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Tina stole chewing gum today.""",5845,"year",5,"stole chewing gum","steals chewing gum","steal chewing gum","communication",1,1.60943791243,"Tina stole chewing gum today."
